시설명,위도,경도,시설용도분류,소재지 지번주소,자치구,법정동
예스병원,37.491764,126.883354,FU_BD,서울특별시 구로구 구로동 704-10,구로구,구로동
고려대학교의과대학부속구로병원,37.492107,126.88474,FU_BD,서울특별시 구로구 구로동 80,구로구,구로동
의료법인 어울림의료재단 정성요양병원,37.47896,126.893845,FU_BD,서울특별시 구로구 가리봉동 137-8,구로구,가리봉동
남서울요양병원,37.478905,126.894325,FU_BD,서울특별시 구로구 가리봉동 137-5,구로구,가리봉동
마루치과병원,37.50632,126.89205,FU_BD,서울특별시 구로구 구로동 26-2,구로구,구로동
의료법인 우리아이들 의료재단 우리아이들병원,37.502197,126.882484,FU_BD,서울특별시 구로구 구로동 586-5,구로구,구로동
재단법인 제중의료복지재단 제중요양병원,37.50338,126.88675,FU_BD,서울특별시 구로구 구로동 552-148,구로구,구로동
태릉마이크로병원,37.618317,127.07482,FU_BD,서울특별시 노원구 공릉동 680-11,노원구,공릉동
방병원,37.61842,127.075005,FU_BD,서울특별시 노원구 공릉동 680-10,노원구,공릉동
강북연세병원,37.619232,127.07547,FU_BD,서울특별시 노원구 공릉동 617-4,노원구,공릉동
서울미르한방병원,37.628483,127.070694,FU_BD,서울특별시 노원구 공릉동 323-2,노원구,공릉동
희망요양병원,37.658226,127.070885,FU_BD,서울특별시 노원구 상계동 387-226,노원구,상계동
더조은요양병원,37.61476,127.06368,FU_BD,서울특별시 노원구 월계동 50-1,노원구,월계동
의료법인 상원의료재단 강북힘찬병원,37.645683,127.03339,FU_BD,서울특별시 도봉구 창동 650-46,도봉구,창동
로덴성문치과병원,37.655876,127.03858,FU_BD,서울특별시 도봉구 쌍문동 657,도봉구,쌍문동
에이치큐브병원,37.658318,127.04109,FU_BD,서울특별시 도봉구 창동 731-1,도봉구,창동
정병원,37.661564,127.04185,FU_BD,서울특별시 도봉구 쌍문동 707-13,도봉구,쌍문동
성모샘병원,37.66577,127.04376,FU_BD,서울특별시 도봉구 방학동 707,도봉구,방학동
서울노보스병원,37.67215,127.04368,FU_BD,서울특별시 도봉구 도봉동 617-21,도봉구,도봉동
의성한방병원,37.66924,127.04524,FU_BD,서울특별시 도봉구 방학동 719-3,도봉구,방학동
스카이요양병원,37.662018,127.032455,FU_BD,서울특별시 도봉구 방학동 669-1,도봉구,방학동
왕십리휴요양병원,37.572056,127.03101,FU_BD,서울특별시 동대문구 용두동 129-36,동대문구,용두동
다일천사병원,37.57657,127.04771,FU_BD,서울특별시 동대문구 전농동 497-77,동대문구,전농동
효담요양병원,37.59625,126.93961,FU_BD,서울특별시 서대문구 홍은동 437-1,서대문구,홍은동
빠른병원,37.50747,127.10968,FU_BD,서울특별시 송파구 송파동 20-7,송파구,송파동
염창환병원,37.503567,127.12525,FU_BD,서울특별시 송파구 가락동 2-5,송파구,가락동
송파새희망요양병원,37.49345,127.14292,FU_BD,서울특별시 송파구 거여동 559-5,송파구,거여동
케이치과병원,37.5156,127.10534,FU_BD,서울특별시 송파구 신천동 11-7,송파구,신천동
의료법인정애의료재단서울초이스병원,37.53383,127.121185,FU_BD,서울특별시 송파구 풍납동 496-5,송파구,풍납동
선수촌병원,37.511566,127.07902,FU_BD,서울특별시 송파구 잠실동 175-6,송파구,잠실동
재단법인아산사회복지재단 서울아산병원,37.52597,127.10758,FU_BD,서울특별시 송파구 풍납동 388-1,송파구,풍납동
소람한방병원,37.511765,127.049965,FU_BD,서울특별시 강남구 삼성동 115,강남구,삼성동
오쿨리한방병원,37.507782,127.13038,FU_BD,서울특별시 송파구 오금동 24-2,송파구,오금동
새숨병원,37.485718,127.11574,FU_BD,서울특별시 송파구 문정동 511,송파구,문정동
혜민안과병원,37.49382,127.12194,FU_BD,서울특별시 송파구 가락동 112-7,송파구,가락동
로하스참사랑요양병원,37.51269,126.89338,FU_BD,서울특별시 영등포구 문래동2가 39-10,영등포구,문래동2가
의료법인 인봉의료재단 영등포병원,37.526825,126.89583,FU_BD,서울특별시 영등포구 당산동3가 386-3,영등포구,당산동3가
의료법인 춘혜의료재단 명지춘혜재활병원,37.50065,126.897064,FU_BD,서울특별시 영등포구 대림동 782-3,영등포구,대림동
명지성모병원,37.49392,126.899254,FU_BD,서울특별시 영등포구 대림동 709-1,영등포구,대림동
금강아산병원(재단법인 아산사회복지재단),37.51761,126.98195,FU_BD,서울특별시 용산구 이촌동 301-165,용산구,이촌동
서울재활병원,37.605812,126.90677,FU_BD,서울특별시 은평구 구산동 191-1,은평구,구산동
서울특별시은평병원,37.593872,126.9237,FU_BD,서울특별시 은평구 응암동 232-3,은평구,응암동
이우요양병원,37.6173,126.93213,FU_BD,서울특별시 은평구 불광동 221-57,은평구,불광동
하나효요양병원,37.611557,126.91619,FU_BD,서울특별시 은평구 구산동 2-36,은평구,구산동
최원호병원,37.604767,126.92384,FU_BD,서울특별시 은평구 녹번동 153-21,은평구,녹번동
리드힐병원,37.599796,126.91645,FU_BD,서울특별시 은평구 역촌동 44-28,은평구,역촌동
은평연세병원,37.614708,126.917435,FU_BD,서울특별시 은평구 갈현동 462-52,은평구,갈현동
로하스은평효요양병원,37.617336,126.9188,FU_BD,서울특별시 은평구 갈현동 460-8,은평구,갈현동
한국효요양병원,37.601128,126.92673,FU_BD,서울특별시 은평구 응암동 96-1,은평구,응암동
인정병원,37.586536,126.91635,FU_BD,서울특별시 은평구 응암동 603-60,은평구,응암동
시온한방병원,37.5959,126.91867,FU_BD,서울특별시 은평구 응암동 119-33,은평구,응암동
서울라본병원,37.600323,127.105095,FU_BD,서울특별시 중랑구 망우동 149-17,중랑구,망우동
서울시립대학교 대학보건소,37.583736,127.06011,FU_BG,서울특별시 동대문구 전농동 694,동대문구,전농동
서울탑병원,37.581367,127.035995,FU_BD,서울특별시 동대문구 제기동 892-64,동대문구,제기동
학교법인 고려중앙학원 고려대학교의과대학부속병원(안암병원),37.587147,127.026985,FU_BD,서울특별시 성북구 안암동5가 126-1,성북구,안암동5가
경찰병원,37.496246,127.12348,FU_BD,서울특별시 송파구 가락동 58,송파구,가락동
목동제일병원가,37.522312,126.87478,FU_BD,서울특별시 양천구 신정동 118-20,양천구,신정동
서울특별시서북병원,37.60413,126.904495,FU_BD,서울특별시 은평구 역촌동 산 31-1,은평구,역촌동
안민병원,37.588173,127.087975,FU_BD,서울특별시 중랑구 면목동 1216,중랑구,면목동
강동구 보건소,37.529232,127.125565,FU_BG,서울특별시 강동구 성내동 541-2,강동구,성내동
성북구 보건소,37.60269,127.039536,FU_BG,서울특별시 성북구 하월곡동 46-1,성북구,하월곡동
양천구 보건소,37.517635,126.8659,FU_BG,서울특별시 양천구 신정동 321-5,양천구,신정동
영등포구보건소,37.49564,126.90584,FU_BG,서울특별시 영등포구 당산동3가 385-1,영등포구,당산동3가
종로구 보건소,37.581818,126.96925,FU_BG,서울특별시 종로구 옥인동 45-30,종로구,옥인동
중구 보건소,37.56461,127.01508,FU_BG,서울특별시 중구 무학동 50-5,중구,무학동
천호보건지소,37.546352,127.13385,FU_BH,서울특별시 강동구 천호동 293-8,강동구,천호동
강동구 강일 보건지소,37.565033,127.17396,FU_BH,서울특별시 강동구 강일동 678,강동구,강일동
방화보건지소,37.579563,126.814,FU_BH,서울특별시 강서구 방화동 902,강서구,방화동
중곡보건지소,37.559326,127.08707,FU_BH,서울특별시 광진구 중곡동 125-11,광진구,중곡동
자양보건지소,37.54029,127.06507,FU_BH,서울특별시 광진구 자양동 13-28,광진구,자양동
노원구 공릉보건지소,37.624813,127.08,FU_BH,서울특별시 노원구 공릉동 221-3,노원구,공릉동
노원구 상계보건지소,37.657475,127.06784,FU_BH,서울특별시 노원구 상계동 385-1,노원구,상계동
창동보건지소,37.641422,127.0356,FU_BH,서울특별시 도봉구 창동 632-73,도봉구,창동
동작보건지소,37.49958,126.924286,FU_BH,서울특별시 동작구 대방동 403-11,동작구,대방동
마포구보건소 서강보건지소,37.54771,126.932014,FU_BH,서울특별시 마포구 창전동 242,마포구,창전동
가좌보건지소,37.574306,126.9102,FU_BH,서울특별시 서대문구 북가좌동 477,서대문구,북가좌동
서초구 방배 보건지소,37.489017,126.99228,FU_BH,서울특별시 서초구 방배동 852-14,서초구,방배동
성동구 성수 보건지소,37.54632,127.04439,FU_BH,서울특별시 성동구 성수동1가 685-580,성동구,성수동1가
정릉아동보건지소,37.60524,127.01201,FU_BH,서울특별시 성북구 정릉동 164-62,성북구,정릉동
동선보건지소,37.593594,127.015755,FU_BH,서울특별시 성북구 동소문동6가 146,성북구,동소문동6가
장위석관보건지소,37.610493,127.06339,FU_BH,서울특별시 성북구 석관동 183-15,성북구,석관동
송파구 보건지소,37.489758,127.142654,FU_BH,서울특별시 송파구 거여동 289-5,송파구,거여동
목동보건지소,37.540104,126.86698,FU_BH,서울특별시 양천구 목동 717-28,양천구,목동
중구 황학 보건지소,37.567413,127.02141,FU_BH,서울특별시 중구 황학동 1010,중구,황학동
중구 다산 보건지소,37.55426,127.008286,FU_BH,서울특별시 중구 신당동 432-40,중구,신당동
성지병원,37.476547,126.892914,FU_BD,서울특별시 금천구 가산동 151-36,금천구,가산동
서울늘열린의원,37.526356,127.135254,FU_BE,서울특별시 강동구 성내동 429,강동구,성내동
아가엄마산부인과,37.640114,127.02626,FU_BE,서울특별시 강북구 수유동 190-8,강북구,수유동
안산부인과의원,37.60429,127.024315,FU_BE,서울특별시 성북구 길음동 531-33,성북구,길음동
연세수마취통증의학과의원,37.454227,126.90122,FU_BE,서울특별시 금천구 시흥동 883-7,금천구,시흥동
연세세브란스치과의원,37.471672,126.897804,FU_BE,서울특별시 금천구 독산동 152-8,금천구,독산동
미소나눔치과의원,37.451134,126.909004,FU_BE,서울특별시 금천구 시흥동 830,금천구,시흥동
연세조은피부과의원,37.45951,126.905235,FU_BE,서울특별시 금천구 시흥동 803-3,금천구,시흥동
경희으뜸한의원,37.464478,126.90266,FU_BE,서울특별시 금천구 독산동 1043,금천구,독산동
연세가정의원,37.447655,126.90289,FU_BE,서울특별시 금천구 시흥동 985-7,금천구,시흥동
변산부인과의원,37.48135,126.9139,FU_BE,서울특별시 관악구 신림동 1474-17,관악구,신림동
보성한의원,37.469326,126.902245,FU_BE,서울특별시 금천구 독산동 195-5,금천구,독산동
문순영정형외과의원,37.466373,126.90201,FU_BE,서울특별시 금천구 독산동 1038,금천구,독산동
서울으뜸정형외과의원,37.46574,126.90231,FU_BE,서울특별시 금천구 독산동 1038-28,금천구,독산동
서울봄치과 의원,37.48416,126.972664,FU_BE,서울특별시 동작구 사당동 252-15,동작구,사당동
연세정형외과의원,37.56475,127.06654,FU_BE,서울특별시 동대문구 장안동 430-18,동대문구,장안동
혜성플러스의원,37.562622,127.06573,FU_BE,서울특별시 동대문구 장안동 433-6,동대문구,장안동
세곡보건지소,37.47149,127.0945,FU_BH,서울특별시 강남구 자곡동 628,강남구,자곡동
관악구 보건소,37.478615,126.95113,FU_BG,서울특별시 관악구 봉천동 1570-1,관악구,봉천동
엠스치과의원,37.51738,126.88914,FU_BE,서울특별시 영등포구 문래동3가 77-59,영등포구,문래동3가
연세우수의원,37.519,126.88479,FU_BE,서울특별시 영등포구 문래동6가 38-1,영등포구,문래동6가
행파한의원,37.52073,126.90291,FU_BE,서울특별시 영등포구 영등포동6가 74-2,영등포구,영등포동6가
영등포연세이편한치과의원,37.52037,126.90377,FU_BE,서울특별시 영등포구 영등포동6가 80-2,영등포구,영등포동6가
손화진치과의원,37.52005,126.903404,FU_BE,서울특별시 영등포구 영등포동4가 144-1,영등포구,영등포동4가
파티마의원,37.520008,126.90321,FU_BE,서울특별시 영등포구 영등포동4가 146-1,영등포구,영등포동4가
금강치과의원,37.51109,126.91704,FU_BE,서울특별시 영등포구 신길동 115-26,영등포구,신길동
홍재한의원,37.511692,126.91623,FU_BE,서울특별시 영등포구 신길동 156-11,영등포구,신길동
삼성미래치과의원,37.511566,126.91567,FU_BE,서울특별시 영등포구 신길동 161-3,영등포구,신길동
원일정형외과의원,37.5112,126.91394,FU_BE,서울특별시 영등포구 신길동 159-35,영등포구,신길동
진한의원,37.511093,126.91352,FU_BE,서울특별시 영등포구 신길동 196-4,영등포구,신길동
대림정형외과,37.499706,126.89807,FU_BE,서울특별시 영등포구 대림동 688-2,영등포구,대림동
연세행복한가정의학과의원,37.50232,126.8964,FU_BE,서울특별시 영등포구 대림동 783-2,영등포구,대림동
속편한내과의원,37.501488,126.90122,FU_BE,서울특별시 영등포구 대림동 673,영등포구,대림동
박원주이비인후과의원,37.506344,126.90193,FU_BE,서울특별시 영등포구 신길동 363-5,영등포구,신길동
연세푸른이비인후과의원,37.506836,126.90214,FU_BE,서울특별시 영등포구 신길동 362-21,영등포구,신길동
신길연세365의원,37.508198,126.90543,FU_BE,서울특별시 영등포구 신길동 289-6,영등포구,신길동
웃는아이소아청소년과의원,37.510117,126.90479,FU_BE,서울특별시 영등포구 영등포동 620-311,영등포구,영등포동
대우명소아청소년과의원,37.510372,126.904526,FU_BE,서울특별시 영등포구 영등포동 647-1,영등포구,영등포동
행복한치과,37.494297,127.15532,FU_BE,서울특별시 송파구 마천동 288-18,송파구,마천동
송파성민의원,37.493206,127.152534,FU_BE,서울특별시 송파구 마천동 308-35,송파구,마천동
경희나봄한의원,37.495213,127.15327,FU_BE,서울특별시 송파구 마천동 302-18,송파구,마천동
서울심치과,37.49457,127.15238,FU_BE,서울특별시 송파구 마천동 307-26,송파구,마천동
본디올동의한의원,37.49485,127.15183,FU_BE,서울특별시 송파구 마천동 307,송파구,마천동
세브란스치과의원,37.494347,127.152084,FU_BE,서울특별시 송파구 마천동 307-27,송파구,마천동
연세내과의원,37.497208,127.14878,FU_BE,서울특별시 송파구 마천동 126-5,송파구,마천동
메디파크빌딩,37.496273,127.14919,FU_BE,서울특별시 송파구 마천동 128-35,송파구,마천동
연세치과의원,37.496998,127.14967,FU_BE,서울특별시 송파구 마천동 128-61,송파구,마천동
삼성편한내과의원,37.65165,127.061745,FU_BE,서울특별시 노원구 상계동 728-5,노원구,상계동
동인당한의원,37.45272,126.90558,FU_BE,서울특별시 금천구 시흥동 838-34,금천구,시흥동
마스터연세정형외과의원,37.450886,126.90246,FU_BE,서울특별시 금천구 시흥동 903-2,금천구,시흥동
미사랑의원,37.450516,126.901764,FU_BE,서울특별시 금천구 시흥동 991-9,금천구,시흥동
서울훈치과의원,37.451405,126.90227,FU_BE,서울특별시 금천구 시흥동 890-14,금천구,시흥동
연세탑내과의원,37.453804,126.90046,FU_BE,서울특별시 금천구 시흥동 994-11,금천구,시흥동
유명한의원,37.448486,126.90253,FU_BE,서울특별시 금천구 시흥동 986,금천구,시흥동
연세이비인후과의원,37.45089,126.90871,FU_BE,서울특별시 금천구 시흥동 911,금천구,시흥동
최윤정치과의원,37.476887,126.97826,FU_BE,서울특별시 동작구 사당동 1045-17,동작구,사당동
바른윤치과의원,37.47691,126.97752,FU_BE,서울특별시 동작구 사당동 1046-13,동작구,사당동
서울이안치과의원,37.484097,126.97205,FU_BE,서울특별시 동작구 사당동 254-6,동작구,사당동
김부랑치과의원,37.479794,126.88951,FU_BE,서울특별시 구로구 가리봉동 127-14,구로구,가리봉동
구로세란의원,37.48047,126.89094,FU_BE,서울특별시 구로구 가리봉동 131-14,구로구,가리봉동
한빛내과의원,37.475636,126.892914,FU_BE,서울특별시 금천구 가산동 153-1,금천구,가산동
늘푸른한의원,37.476105,126.893,FU_BE,서울특별시 금천구 가산동 151-30,금천구,가산동
영생한의원,37.47421,126.894585,FU_BE,서울특별시 금천구 독산동 148-28,금천구,독산동
아름치과의원,37.474506,126.8938,FU_BE,서울특별시 금천구 가산동 770,금천구,가산동
성메디칼산부인과,37.45857,126.90491,FU_BE,서울특별시 금천구 시흥동 852-34,금천구,시흥동
편백한의원,37.459064,126.90492,FU_BE,서울특별시 금천구 시흥동 852-30,금천구,시흥동
서울바른마음치과의원,37.459503,126.90479,FU_BE,서울특별시 금천구 시흥동 856-24,금천구,시흥동
연세정형외과의원,37.459602,126.90476,FU_BE,서울특별시 금천구 시흥동 856-23,금천구,시흥동
김용호소아청소년과의원,37.45971,126.90479,FU_BE,서울특별시 금천구 시흥동 856-22,금천구,시흥동
동서한의원,37.45982,126.90512,FU_BE,서울특별시 금천구 시흥동 802-35,금천구,시흥동
태인한의원,37.459866,126.90476,FU_BE,서울특별시 금천구 시흥동 856-20,금천구,시흥동
임종호치과의원,37.47902,126.890434,FU_BE,서울특별시 금천구 가산동 141-14,금천구,가산동
김내과의원,37.46285,126.90426,FU_BE,서울특별시 금천구 독산동 378-470,금천구,독산동
마음누리한의원,37.462975,126.9042,FU_BE,서울특별시 금천구 독산동 378-436,금천구,독산동
최양서치과의원,37.465145,126.90218,FU_BE,서울특별시 금천구 독산동 1042,금천구,독산동
이사랑치과,37.472275,126.903,FU_BE,서울특별시 금천구 독산동 178-3,금천구,독산동
김대수치과의원,37.472233,126.90342,FU_BE,서울특별시 금천구 독산동 179-12,금천구,독산동
남문한의원,37.472557,126.90303,FU_BE,서울특별시 금천구 독산동 990-18,금천구,독산동
삼성정형외과의원,37.472637,126.90338,FU_BE,서울특별시 금천구 독산동 991-44,금천구,독산동
제일내과의원,37.46016,126.906006,FU_BE,서울특별시 금천구 시흥동 804-3,금천구,시흥동
정정형외과의원,37.460934,126.9075,FU_BE,서울특별시 금천구 시흥동 798-25,금천구,시흥동
원치과의원,37.472607,126.90182,FU_BE,서울특별시 금천구 독산동 989-11,금천구,독산동
엠제이산부인과의원,37.469925,126.89704,FU_BE,서울특별시 금천구 독산동 289-18,금천구,독산동
이영림치과의원,37.46586,126.89805,FU_BE,서울특별시 금천구 독산동 1031-9,금천구,독산동
e좋은치과의원,37.466255,126.898155,FU_BE,서울특별시 금천구 독산동 1031-1,금천구,독산동
금천대윤정형외과의원,37.467564,126.89743,FU_BE,서울특별시 금천구 독산동 292-4,금천구,독산동
늘봄치과의원,37.469933,126.89758,FU_BE,서울특별시 금천구 독산동 289-7,금천구,독산동
한일치과의원,37.469715,126.89839,FU_BE,서울특별시 금천구 독산동 286-8,금천구,독산동
예쁜브이라인의원,37.470623,126.897675,FU_BE,서울특별시 금천구 독산동 288-4,금천구,독산동
백구한의원,37.471947,126.89775,FU_BE,서울특별시 금천구 독산동 152-6,금천구,독산동
성심의원,37.472622,126.89865,FU_BE,서울특별시 금천구 독산동 159-18,금천구,독산동
치아림치과의원,37.475777,126.89335,FU_BE,서울특별시 금천구 가산동 150-2,금천구,가산동
서울정형외과의원,37.4729,126.89891,FU_BE,서울특별시 금천구 독산동 983-14,금천구,독산동
독산한의원,37.475746,126.89823,FU_BE,서울특별시 금천구 독산동 146-1,금천구,독산동
문이비인후과의원,37.475937,126.8981,FU_BE,서울특별시 금천구 독산동 145-15,금천구,독산동
김세진치과의원,37.47589,126.89896,FU_BE,서울특별시 금천구 독산동 967-9,금천구,독산동
내강한의원,37.464966,126.896935,FU_BE,서울특별시 금천구 독산동 1009-28,금천구,독산동
해솔한의원,37.472626,126.89909,FU_BE,서울특별시 금천구 독산동 159-3,금천구,독산동
