"시군구코드","인허가번호","업소번호","사업종류","상호","전화번호","허가일자","주소"
"3230000","2005323007804100001","00001","판매사업","동방에너지","","20050615","경기도 의왕시 고천동  439번지 55호  "
"3150000","2001315007404100007","00001","충전사업","대양가스충전소","0226685151","20050523","서울특별시 강서구 가양동  449번지 13호  "
"3110000","1998311008804100039","00001","판매사업","삼표가스","02 3021001","20050506","서울특별시 은평구 신사동  35번지 1호  "
"3200000","1977320000004100014","00001","판매사업","신일유공가스","02 8785224","20050331",""
"3090000","1982700000004100003","00001","충전사업","한영충전소","","20050323","서울특별시 도봉구 쌍문동  715번지 1호  "
"3220000","2001322000004100024","00001","판매사업","강남가스","","20050304","서울특별시 강남구 역삼동  796번지 20호  "
"3220000","2001322000004100013","00001","판매사업","영동금성가스","","20050304","서울특별시 강남구 논현동  156번지 10호  "
"3220000","2001322000004100015","00001","판매사업","강남제일가스","","20050304","서울특별시 강남구 청담동  13번지 17호  "
"3150000","1997315007404100006","00001","충전사업","경서에너지양천길충전소","","20050302",""
"3230000","2000323007804100001","00001","판매사업","케이원에너지","024202633","20050218","서울특별시 송파구 석촌동  69번지 23호  "
"3150000","2001315007404120028","00001","판매사업","한일가스","02 6657836","20050131","서울특별시 강서구 공항동  404번지 20호  "
"3230000","1984323007804100020","00001","판매사업","SK가스","02 4142600","20050128","서울특별시 송파구 석촌동  58번지 24호  "
"3000000","2005300007604100002","00001","판매사업","우리에너지","","20050114","서울특별시 종로구 누하동  22번지 외3필지번지  "
"3240000","2001324007304100033","00001","판매사업","동양가스","","20050110","서울특별시 강동구 천호동  450번지 23호  "
"3000000","2005300007604100001","00001","판매사업","(주)우리가스","7652244","20050107","서울특별시 종로구 충신동  91번지 7호  린나"
"3160000","2003316009304120031","00001","충전사업","오승프라임산업(주)","","20041224","서울특별시 구로구 궁동  1-16,2번지  "
"3130000","2001313008004100015","00001","판매사업","하나가스","","20041221","서울특별시 마포구 대흥동  3번지 56호  "
"3040000","2000304007304100004","00001","판매사업","광진가스","024528300","20041104","서울특별시 광진구 자양동  660번지 2호  "
"3210000","1988321007604100005","00001","판매사업","(주)서초종합가스지점서초가스","","20041028","서울특별시 서초구 양재동  292번지 3호  "
"3030000","1980303007404104303","00001","판매사업","동양가스","0222973700","20041016","서울특별시 성동구 금호동4가  258번지 1호  "
"3190000","1980319007204100003","00001","판매사업","동양가스","","20041011","서울특별시 동작구 사당동  89번지 52호  "
"3230000","2000323007804100040","00001","판매사업","현대송파강동동방가스","","20041005",""
"3010000","1978301007104100015","00001","판매사업","그린에너지","","20040921","서울특별시 중구 무학동  7번지 1호  "
"3180000","2001318007604100002","00001","판매사업","영등포제6가스","02 6785792","20040819","서울특별시 영등포구 영등포동1가  119번지  "
"3230000","1981323007804100007","00001","판매사업","선경가스","","20040813","서울특별시 송파구 풍납동  124번지 11호  "
"3110000","1971311009904100021","00001","충전사업","(주)삼표에너지 수색충전소","","20040804","서울특별시 은평구 증산동  223번지 15호  "
"3160000","2004316009304100001","00001","판매사업","동방에너지","","20040729","서울특별시 구로구 구로동  685번지 122호  "
"3230000","1978323007804100003","00001","판매사업","대성가스","02 4233955","20040709","서울특별시 송파구 잠실동  187번지 5호  "
"3140000","1982314007004100011","00001","판매사업","모닝가스상사","","20040709","서울특별시 양천구 신월동  1번지 14호  "
"3230000","1986323007804100027","00001","판매사업","금강가스","","20040709","서울특별시 송파구 문정동  91번지 14호  "
"3130000","2001313008004100018","00001","판매사업","부흥가스","02 3034056","20040702","서울특별시 마포구 중동  45번지 2호  "
"3140000","2001314007004100021","00001","판매사업","우리가스","0226445414","20040621","서울특별시 양천구 신정동  162번지 1호  "
"3090000","1983700000004100005","00001","판매사업","안전가스","","20040616","서울특별시 도봉구 창동  596번지 21호  "
"3010000","1978301007104100005","00001","판매사업","한일가스","","20040611","서울특별시 중구 충무로5가  20번지 10호  "
"3010000","1978301007104100006","00001","판매사업","남산가스","","20040611","서울특별시 중구 쌍림동  209번지  "
"3010000","1977301007104100011","00001","판매사업","대성가스","","20040610",""
"3010000","1980301007104100022","00001","판매사업","세영가스","","20040610","서울특별시 중구 만리동1가  62번지 21호  "
"3010000","1981301007104100027","00001","판매사업","한성가스","","20040610","서울특별시 중구 황학동  1101번지  "
"3000000","1985300007604100002","00001","판매사업","삼오가스","02 7335723","20040531","서울특별시 종로구 안국동  4번지  "
"3130000","2001313008004100009","00001","판매사업","새한가스","","20040521","서울특별시 마포구 성산동  200번지 20호  "
"3130000","2002313009904100015","00001","판매사업","태성중앙가스","","20040514","서울특별시 마포구 구수동  377번지 1호  "
"3160000","1987316007104100045","00001","판매사업","금성가스","","20040408","서울특별시 구로구 구로동  390번지 157호  "
"3030000","1982303007404104311","00001","판매사업","통일가스","0222951212","20040406","서울특별시 성동구 마장동  767번지 41호  "
"3000000","1977300007604100001","00001","판매사업","한양가스","0222664186","20040325","서울특별시 종로구 관수동  130번지 1호  "
"3050000","2001305008204108115","00001","판매사업","제일가스","0222129363","20040310","서울특별시 동대문구 전농동  582번지 10호  "
"3060000","2003306007504100001","00001","판매사업","대성에너지(가스)","","20040308","서울특별시 중랑구 면목동  118번지 17호  "
"3150000","2001315007404120015","00001","판매사업","대흥가스","","20040203","서울특별시 강서구 화곡동  1013번지 14호  "
"3150000","2001315007404120014","00001","판매사업","현대가스","","20040203","서울특별시 강서구 화곡동  373번지 6호  "
"3240000","2001324007304100074","00001","판매사업","SK가스","","20040113","서울특별시 강동구 성내동  442번지 2호  "
"3130000","1983313008004100018","00001","판매사업","상암가스","","20031226","서울특별시 마포구 상암동  16-3번지  "
"3100000","1990310009604100060","00001","판매사업","린나이 가스 마트","02 9731010","20031223","서울특별시 노원구 상계동  399번지 3호  "
"3200000","1998320008004109801","00001","판매사업","신봉가스","02 8776518","20031212","서울특별시 관악구 봉천동  892번지 30호  "
"3190000","0976319007204100001","00001","판매사업","강남가스","02 8129797","20031201","서울특별시 동작구 상도1동  373번지  "
"3240000","1993324010604100049","00001","판매사업","현대가스","4411515","20031127","서울특별시 강동구 명일동  312번지 1호  "
"3120000","2001312007504100012","00001","판매사업","신성가스","","20031124","서울특별시 서대문구 충정로3가  3번지 378호  "
"3120000","2001312007504100010","00001","판매사업","대림가스","02  306 7755","20031124","서울특별시 서대문구 북가좌동  340번지 11호  "
"3080000","2001308007504100003","00001","판매사업","제사가스","","20030929","서울특별시 강북구 미아동  1265번지 27호  "
"3080000","2001308007504100008","00001","판매사업","우리동네가스","","20030929","서울특별시 강북구 수유동  47번지 49호  "
"3080000","2001308007504100007","00001","판매사업","용우가스","","20030929","서울특별시 강북구 수유동  573번지 6호  "
"3080000","2001308007504100004","00001","판매사업","제일가스","","20030929","서울특별시 강북구 미아동  374번지 39호  "
"3080000","2001308007504100009","00001","판매사업","린나이가스","02 9937400","20030926","서울특별시 강북구 번동  429번지 46호  "
"3050000","2002305008204100001","00001","판매사업","서울가스","","20030923","서울특별시 동대문구 용두동  103번지 0010호  "
"3100000","1978310009604100011","00001","판매사업","유공가스","02 9178788","20030906","서울특별시 노원구 월계동  375번지 2호  "
"3150000","2001315007404100002","00001","충전사업","(주)삼표에너지김포충전소","","20030902","서울특별시 강서구 오쇠동  150번지 5호  "
"3090000","1999700000004100003","00001","충전사업","한영충전소","02 9941181","20030901",""
"3000000","1996300007604100001","00001","판매사업","유공가스","02 7450707","20030828","서울특별시 종로구 충신동  82번지 2호  "
"3000000","1977300007604100003","00001","판매사업","신영가스","","20030801","서울특별시 종로구 신영동  128번지 2호  "
"3000000","2001300007604100015","00001","판매사업","우일가스","","20030801","서울특별시 종로구 창신동  406번지 6호  "
"3240000","2001324007304100029","00001","판매사업","강동서울가스","","20030722","서울특별시 강동구 성내동  542번지 1호  "
"3110000","1977311008804100011","00001","판매사업","한샘가스","02 3043040","20030710","서울특별시 은평구 증산동  182번지 4호  "
"3040000","2000304007304100007","00001","판매사업","한일가스","0222013797","20030704","서울특별시 광진구 중곡동  190번지 20호  "
"3070000","1981307009904100022","00001","판매사업","형선가스","02 9130168","20030703","서울특별시 성북구 성북동  68번지 4호  "
"3130000","1975313008004100001","00001","판매사업","삼일가스","02 3330031","20030701","서울특별시 마포구 동교동  204번지 6호  "
"3020000","2000302007404100001","00001","판매사업","삼표가스","02 7955500","20030627","서울특별시 용산구 한강로3가  40번지 489호  "
"3030000","1981303007404104306","00001","판매사업","주식회사 현대가스텍 우성가스 지점","","20030619","서울특별시 성동구 마장동  460번지 27호  "
"3160000","1983316007104100041","00001","판매사업","극동가스","02 6778252","20030609","서울특별시 구로구 신도림동  439번지 15호  "
"3130000","2001313008004100008","00001","판매사업","린나이가스","","20030602","서울특별시 마포구 합정동  438번지 3호  "
"3120000","2001312007504100009","00001","판매사업","명지가스","","20030530","서울특별시 서대문구 남가좌동  215번지 55호  "
"3030000","1982303007404104310","00001","판매사업","서울유공가스","","20030522","서울특별시 성동구 응봉동  193번지 131호  "
"3030000","1981303007404104305","00001","판매사업","경남가스","","20030522","서울특별시 성동구 하왕십리동  970번지 67호  "
"3030000","1970303007404104301","00001","판매사업","유공가스","","20030522","서울특별시 성동구 금호동2가  4번지  "
"3020000","2001302007404100001","00001","판매사업","용산합동가스","027126611","20030513","서울특별시 용산구 청파동2가  104번지 2호  "
"3000000","1995300007604100001","00001","판매사업","동문가스","027665250","20030501","서울특별시 종로구 숭인동  5번지 9호  "
"3140000","1997314007004100018","00001","판매사업","형제특수가스","","20030428","서울특별시 양천구 신정동  170번지 14호  "
"3020000","2000302007404100002","00001","판매사업","하나가스","02 7934949","20030412","서울특별시 용산구 이태원동  137번지 48호  "
"3140000","1979314007004100135","00001","판매사업","대성한국가스","","20030324","서울특별시 양천구 신월동  500번지 11호  "
"3090000","1999700000004100002","00001","충전사업","방학가스","02 9552288","20030303",""
"3070000","2000307009904200032","00001","판매사업","대도가스","02 9273088","20030226","서울특별시 성북구 종암동  44번지 19호  "
"3070000","1978307009904100014","00001","판매사업","대영가스","02 9120033","20030226","서울특별시 성북구 길음동  1118번지 1호  "
"3070000","2001307009904200014","00001","판매사업","유공가스","02 9130168","20030226","서울특별시 성북구 하월곡동  90번지 260호  "
"3140000","1979314007004100001","00001","충전사업","목동충전소","","20030225","서울특별시 양천구 신정동  994번지 4호  "
"3180000","2001318007604100014","00001","판매사업","영등포제1가스","02 6369292","20030225","서울특별시 영등포구 당산동6가  313번지 8호  "
"3000000","1976300007604100003","00001","판매사업","아진가스산업","02 7648747","20030218","서울특별시 종로구 낙원동  220번지  "
"3130000","1991313009904100020","00001","판매사업","화랑가스","","20030120","서울특별시 마포구 토정동  3-1번지  "
"3210000","1980321007604100002","00001","판매사업","(주)서초종합가스지점방배가스","02 5876008","20030107","서울특별시 서초구 방배동  969번지 5호  "
"3120000","2001312007504100007","00001","판매사업","대흥가스","","20021116","서울특별시 서대문구 홍제동  266번지 60호  "
"3120000","2001312000004100007","00001","판매사업","대흥가스","02  391 7777","20021116","서울특별시 서대문구 홍제동  266번지 60호  "
"3060000","2002306007504108112","00001","판매사업","동남가스","02 4944949","20021108","서울특별시 중랑구 상봉동  126번지 53호  "
"3150000","2001315007404120017","00001","판매사업","대흥가스","","20021106",""
"3070000","1981307009904100019","00001","판매사업","양심가스","02 9130168","20021102","서울특별시 성북구 하월곡동  74번지 2호  "
"3110000","1982311008804100027","00001","판매사업","영풍가스","02 3522434","20021029","서울특별시 은평구 진관동  424번지 92호  "
"3110000","1982311008804100024","00001","판매사업","천일가스","02 3851001","20021029","서울특별시 은평구 응암동  195번지 25호  "
"3110000","1985311008804100025","00001","판매사업","은평가스산업상사","02 3024747","20021029","서울특별시 은평구 응암동  601번지 75호  "
"3110000","2001311008804200014","00001","판매사업","삼표조광가스","02 3553440","20021029","서울특별시 은평구 대조동  219번지 18호  "
"3100000","1986310009604100001","00001","충전사업","(주)노일가스","02 9348851","20021029","서울특별시 노원구 상계동  1034번지 1호  "
"3110000","1976311008804100003","00001","판매사업","동양가스","02 3536669","20021029","서울특별시 은평구 불광동  281번지 144호  "
"3130000","2001313008004100003","00001","판매사업","동양가스상사","","20021023","서울특별시 마포구 신공덕동  56번지 28호  "
"3220000","2002322008304100002","00001","충전사업","대지가스강남충전소","","20021015","서울특별시 강남구 자곡동  204번지 1호  "
"3060000","2002306007504108114","00001","판매사업","진우에프테크","02 4334097","20021014","서울특별시 중랑구 면목동  172번지 93호  "
"3240000","2001324007304100077","00001","판매사업","신동방가스","02 4785500","20021010","서울특별시 강동구 천호동  325번지 8호  "
"3150000","2001315007404120003","00001","판매사업","대한가스","0226022240","20020919","서울특별시 강서구 화곡동  1035번지 14호  "
"3160000","2002316009304120021","00001","저장소설치","태환자동화산업","","20020917","서울특별시 구로구 고척동  143번지 1호  "
"3050000","2001305008204100768","00001","판매사업","삼일가스","02 9661919","20020905","서울특별시 동대문구 이문동  291번지 35호  "
"3220000","2001322008304100001","00001","충전사업","수서LPG충전소","","20020902","서울특별시 강남구 자곡동  204번지 1호  "
"3010000","1976301007104100018","00001","판매사업","삼일가스","0222363131","20020830","서울특별시 중구 신당동  162번지 24호  "
"3060000","2002306007504100814","00001","판매사업","우리가스","02 4960101","20020826","서울특별시 중랑구 망우동  457번지 9호  "
"3060000","2002306007504100802","00001","판매사업","화랑가스","02 4342222","20020826","서울특별시 중랑구 중화동  330번지 77호  "
"3100000","1990310009604100061","00001","판매사업","우일가스","","20020814","서울특별시 노원구 월계동  508번지 20호  "
"3010000","1994301007104100036","00001","판매사업","유공가스","0222666900","20020802","서울특별시 중구 충무로2가  53번지 8호  "
"3080000","2001308007504100002","00001","판매사업","제이가스","","20020624","서울특별시 강북구 미아동  218번지 59호  "
"3050000","2001305008204107610","00001","판매사업","성원가스","","20020620","서울특별시 동대문구 제기동  803번지  "
"3050000","2001305008204108119","00001","판매사업","장평가스","","20020620","서울특별시 동대문구 장안동  319번지 9호  "
"3130000","2001313008004100004","00001","판매사업","삼표대성가스","023341 790","20020619","서울특별시 마포구 당인동  25번지 22호  "
"3060000","2002306007504100767","00001","판매사업","삼성가스","02 4918000","20020617","서울특별시 중랑구 면목동  353번지 2호  "
"3120000","2001312007504100011","00001","판매사업","동아가스","02 3948090","20020530","서울특별시 서대문구 홍은동  8번지 44호  "
"3120000","2001312007504100005","00001","판매사업","제일가스","02 3367144","20020530","서울특별시 서대문구 연희동  717번지  "
"3120000","2001312007504100002","00001","판매사업","영천가스","02 3133100","20020530","서울특별시 서대문구 천연동  112번지  "
"3090000","1999700000004100001","00001","충전사업","안전가스","222222222222","20020522",""
"3160000","1989316007104100052","00001","판매사업","동우가스상사","","20020517","서울특별시 구로구 구로동  252번지 77호  "
"3070000","1976307009904100012","00001","판매사업","성북제일가스","02 9273088","20020516","서울특별시 성북구 보문동1가  40번지  "
"3150000","2001315007404120002","00001","판매사업","공항가스","02 6641618","20020513","서울특별시 강서구 방화동  465번지 26호  "
"3000000","1978300007604100002","00001","판매사업","안전가스상사","02 7623366","20020510","서울특별시 종로구 이화동  9번지 24호  "
"3000000","1981300007604100001","00001","판매사업","유림가스","02 3917833","20020510","서울특별시 종로구 평창동  151번지 2호  "
"3050000","2001305008204100001","00001","충전사업","현대정유(주)용두동충전소","02 9664822","20020503","서울특별시 동대문구 용두동  34번지 4호  "
"3240000","2002324007304100011","00001","판매사업","통일가스","02 4291800","20020501","서울특별시 강동구 상일동  20번지 1호  "
"3240000","2001324007304100152","00001","충전사업","복지상일충전소","","20020403","서울특별시 강동구 상일동  443번지 5호  "
"3240000","2002324007304100052","00001","충전사업","동서울충전소","","20020403","서울특별시 강동구 상일동  443번지 5호  "
"3110000","1971311008804100022","00001","충전사업","서부충전소","02 3551152","20020401","서울특별시 은평구 진관동  83번지 2호  "
"3200000","1983320008004100053","00001","판매사업","관악에너지","","20020329","서울특별시 관악구 봉천동  1662번지 8호  "
"3150000","2001315007404120001","00001","판매사업","삼표가스","","20020313","서울특별시 강서구 화곡동  29번지 22호  "
"3000000","2001300007604100020","00001","판매사업","동양가스","02 7651708","20020222","서울특별시 종로구 권농동  123번지  "
"3000000","1976300007604100004","00001","판매사업","대영가스상사","0222346329","20020222","서울특별시 종로구 숭인동  226번지 1호  "
"3000000","1991300007604100001","00001","판매사업","삼성가스","02 7301400","20020222","서울특별시 종로구 평동  12번지 2호  "
"3000000","1976300007604100006","00001","판매사업","태흥가스","","20020222","서울특별시 종로구 익선동  8번지  "
"3000000","1976300007604100007","00001","판매사업","현대가스","02 7631101","20020222","서울특별시 종로구 창신동  130번지 66호  "
