시군구명,어린이집코드,어린이집명,어린이집유형,운영현황,우편번호,상세주소,전화번호,팩스번호,홈페이지주소,보육실수,보육실 면적,놀이터수,CCTV총설치수,보육교직원수,정원,현원,시설 위도(좌표값),시설 경도(좌표값),통학차량운영여부,인가일자,휴지시작일자,휴지종료일자,폐지일자,데이터기준일자,제공서비스,반수-만0세,반수-만1세,반수-만2세,반수-만3세,반수-만4세,반수-만5세,반수-영아혼합(만0~2세),반수-유아혼합(만3~5세),반수-특수장애,반수-총계,아동수-만0세,아동수-만1세,아동수-만2세,아동수-만3세,아동수-만4세,아동수-만5세,아동수-영아혼합(만0~2세),아동수-유아혼합(만3~5세),아동수-특수장애,아동수-총계,근속년수-1년미만,근속년수-1년이상~2년미만,근속년수-2년이상~4년미만,근속년수-4년이상~6년미만,근속년수-6년이상,교직원현황-원장,교직원현황-보육교사,교직원현황-특수교사,교직원현황-치료교사,교직원현황-영양사,교직원현황-간호사,교직원현황-간호조무사,교직원현황-조리원,교직원현황-사무직원,교직원현황-총계,데이터수집일,ADM_NM
용산구,11170000064,다솔어린이집,가정,폐지,4420,서울특별시 용산구 독서당로20길 9-5,02-796-4996,02-796-4996,,4,52,0,0,0,19,0,37.53336377,127.0092735,,1998/02/06,,,2012/03/02,2022/10/26,일반,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:01:54,한남동
용산구,11170000037,하늘빛어린이집,민간,정상,4408,서울특별시 용산구 우사단로10길 115 765-23,02-796-1689,02-790-2926,,6,178,0,12,12,49,41,37.53142258,127.0014234,운영,1997/02/11,,,,2022/10/26,일반,0,1,2,0,0,0,4,2,0,9,0,5,13,0,0,0,8,15,0,41,25,25,13,25,13,true,8,0,거짓,0,0,0,1,0,12,2022/10/26 22:01:55,한남동
성동구,11200000394,구립 왕십리하나어린이집,국공립,정상,4714,서울특별시 성동구 무학봉16길 9-3,02-2296-3990,02-2292-9326,,10,364,2,15,22,135,126,37.5608549372603,127.03203886341,운영,2020/03/01,,,,2022/10/26,일반,0,0,4,3,2,2,0,0,0,11,0,0,27,40,25,34,0,0,0,126,0,14,86,0,0,true,14,0,거짓,1,0,2,3,0,22,2022/10/26 22:02:05,왕십리2동
성동구,11200000390,구립 스위첸숲속어린이집,국공립,정상,4711,서울특별시 성동구 무학봉길 35,02-2282-2847,02-2282-2840,,3,57,0,7,9,20,20,37.5606043973,127.0268737341,미운영,2018/10/25,,,,2022/10/26,일반,3,2,1,0,0,0,1,0,0,7,6,7,7,0,0,0,0,0,0,20,25,13,63,0,0,true,7,0,거짓,0,0,0,1,0,9,2022/10/26 22:02:05,왕십리2동
성동구,11200000381,구립 왕십리자이어린이집,국공립,정상,4711,서울특별시 성동구 난계로 100,02-2296-0901,02-2296-0905,,5,222,1,12,10,50,37,37.5606697161455,127.024831967744,미운영,2017/07/24,,,,2022/10/26,일반,2,3,2,0,0,0,0,1,0,8,6,15,14,0,0,0,0,2,0,37,13,50,13,25,0,true,8,0,거짓,0,0,0,1,0,10,2022/10/26 22:02:05,왕십리2동
성동구,11200000361,구립 금호키움어린이집,국공립,정상,4711,서울특별시 성동구 난계로 114-31 104-102(하왕십리동),02-2292-2240,02-2292-2241,15kium@naver.com,3,78,1,4,8,20,20,37.5612316976099,127.025950393455,미운영,2015/10/01,,,,2022/10/26,일반,2,2,1,0,0,0,0,0,0,5,5,8,7,0,0,0,0,0,0,20,71,14,0,0,14,true,6,0,거짓,0,0,0,1,0,8,2022/10/26 22:02:05,왕십리2동
성동구,11200000059,구립 풍림아름다운어린이집,국공립,정상,4712,서울특별시 성동구 난계로 84 행당역풍림아이원아파트 관리동 (하왕십리동),02-2293-1005,02-2293-2055,,3,85,0,6,10,32,29,37.55891341,127.025261,미운영,2013/08/01,,,,2022/10/26,야간연장,1,2,2,0,0,0,1,0,0,6,3,10,13,0,0,0,3,0,0,29,13,25,50,0,13,true,8,0,거짓,0,0,0,1,0,10,2022/10/26 22:02:05,왕십리2동
성동구,11200000329,하늘어린이집,가정,휴지,4721,"서울특별시 성동구 난계로 73 103동 103호(왕십리제2동, 극동미라주)",02-2281-0773,02-2281-0774,Cafe.naver.com/rose8469,3,84,0,4,0,19,0,37.5594879210754,127.023296861957,미운영,2013/03/25,2017/03/01,2018/02/28,,2022/10/26,일반,4,2,1,0,0,0,5,0,0,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:02:05,왕십리2동
성동구,11200000302,금호베스트빌어린이집,가정,폐지,4711,서울특별시 성동구 난계로 114-31 금호베스트빌 104-102,070-8747-7443,02-6238-7443,choie7443@naver.com,4,80,0,0,0,20,0,37.562050996838,127.026331197893,미운영,2012/01/02,,,2015/10/01,2022/10/26,일반,1,2,1,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:02:05,왕십리2동
성동구,11200000225,아이원어린이집,가정,정상,4712,"서울특별시 성동구 난계로 84 107동 101호(하왕십리동, 풍림아이원아파트)",02-2282-2183,02-2282-2183,,3,84,0,4,8,20,20,37.55891341,127.025261,미운영,2009/09/23,,,,2022/10/26,일반,3,2,1,0,0,0,5,0,0,11,6,9,0,0,0,0,5,0,0,20,57,29,14,0,0,true,6,0,거짓,0,0,0,0,0,8,2022/10/26 22:02:05,왕십리2동
성동구,11200000191,드림몬테소리 어린이집,가정,폐지,4710,서울특별시 성동구 왕십리로31길 9-50 드림아파트 101호 (하왕십리동),02-2296-7840,02-2296-7840,,3,75,0,4,0,17,0,37.563376424719,127.02832463414,미운영,2008/05/14,,,2021/03/31,2022/10/26,일반,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:02:05,왕십리2동
성동구,11200000049,신영창의 어린이집,민간,폐지,4714,서울특별시 성동구 무학봉16길 9-3,02-2296-3990,02-2292-9326,,10,509,2,15,0,140,0,37.56088561,127.0320299,운영,2004/12/30,,,2020/03/01,2022/10/26,야간연장,0,0,5,3,2,2,0,0,0,12,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:02:05,왕십리2동
성동구,11200000126,아이들세상 어린이집,가정,폐지,4721,"서울특별시 성동구 난계로 73 101동 110호(하왕십리동, 극동미라주아파트)",02-2295-4002,02-2295-0048,www.cyworld.com/isesang99,4,84,0,4,0,20,0,37.5594879210754,127.023296861957,미운영,1999/06/14,,,2017/02/17,2022/10/26,일반,2,2,1,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:02:05,왕십리2동
성동구,11200000127,한빛 어린이집,가정,정상,4711,"서울특별시 성동구 행당로 79 110동 102호(행당동, 대림아파트)",02-2299-1567,02-2299-1567,http://cafe.naver.com/hanbit1004,3,57,0,4,7,20,19,37.56091399,127.0281359,미운영,1997/08/09,,,,2022/10/26,일반,3,4,3,0,0,0,2,0,0,12,3,5,7,0,0,0,4,0,0,19,50,17,17,0,17,true,5,0,거짓,0,0,0,0,0,7,2022/10/26 22:02:05,왕십리2동
성동구,11200000129,두리두리어린이집,가정,정상,4710,"서울특별시 성동구 왕십리로31나길 22 3동 109호(하왕십리동, 한신무학아파트)",02-2295-5689,02-2295-5689,,3,53,0,4,7,20,19,37.56257201,127.0281483,미운영,1996/05/21,,,,2022/10/26,일반,2,1,1,1,0,0,6,0,0,11,0,0,0,0,0,0,19,0,0,19,50,17,17,0,17,true,5,0,거짓,0,0,0,0,0,7,2022/10/26 22:02:05,왕십리2동
성동구,11200000054,쵸코렛어린이집,민간,폐지,4715,서울특별시 성동구 무학봉28길 7 쵸코렛어린이집 (하왕십리동),02-2298-3938,02-2298-3911,,5,178,0,7,0,48,0,37.56288895,127.0320696,운영,1994/10/18,,,2021/03/10,2022/10/26,일반,0,1,1,1,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:02:05,왕십리2동
성동구,11200000023,구립 무학어린이집,국공립,정상,4711,서울특별시 성동구 난계로 114-31 금호베스트빌아파트 임대관리동 (하왕십리동),02-2293-3067,02-2293-3063,,5,129,1,15,12,59,43,37.56132356,127.025791,미운영,1982/11/05,,,,2022/10/26,야간연장,0,2,2,0,0,0,0,2,0,6,0,10,13,0,0,0,0,20,0,43,67,0,0,0,33,true,9,0,거짓,0,0,0,1,0,12,2022/10/26 22:02:05,왕십리2동
성동구,11200000362,구립 별하어린이집,국공립,정상,4753,서울특별시 성동구 마장로39길 31,02-2291-4191,,,5,127,1,6,9,48,37,37.5682112942042,127.042854743032,미운영,2015/11/01,,,,2022/10/26,일반,0,1,2,1,0,0,1,1,0,6,0,5,7,9,0,0,3,13,0,37,57,0,14,14,14,true,7,0,거짓,0,0,0,1,0,9,2022/10/26 22:02:05,마장동
성동구,11200000354,구립 마장현대어린이집,국공립,정상,4753,서울특별시 성동구 마장로35길 76 마장현대아파트 관리동 1층,02-2281-9281,02-2281-9281,,5,252,3,8,13,76,44,37.5702622686283,127.041995630327,미운영,2014/12/01,,,,2022/10/26,야간연장,0,3,2,1,0,0,0,1,0,7,0,14,12,8,0,0,0,10,0,44,40,30,10,0,20,true,10,0,거짓,0,0,0,1,0,13,2022/10/26 22:02:05,마장동
성동구,11200000137,은빛어린이집,민간,폐지,4753,서울특별시 성동구 마장로35길 76 현대아파트내 관리동 1층 은빛 어린이집,02-2281-9281,02-2281-9281,없음,5,582,3,0,0,76,0,37.56952326,127.0424491,운영,2014/06/30,,,2014/11/30,2022/10/26,일반,0,1,3,0,0,0,1,3,0,8,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:02:05,마장동
성동구,11200000179,영재 어린이집,가정,폐지,4753,"서울특별시 성동구 살곶이길 50 103동 101호 (마장동,현대아파트)",02-2295-7077,02-2295-7077,없음,3,59,0,0,0,13,6,37.56813112,127.043668,미운영,2012/05/09,,,2022/03/20,2022/10/26,일반,3,1,0,0,0,0,5,0,0,9,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:02:05,마장동
성동구,11200000300,초록어린이집,가정,폐지,4757,"서울특별시 성동구 마장로42길 14 7동 104호(마장동, 세림아파트)",02-6212-1544,02-6212-1544,http://cate daum.net,3,72,0,4,0,16,0,37.5658873197613,127.045257542434,미운영,2011/12/12,,,2020/09/28,2022/10/26,일반,1,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:02:05,마장동
성동구,11200000298,한양키움 어린이집,민간,정상,4756,서울특별시 성동구 마장로39길 48 (마장동),02-2293-0195,02-2293-0196,,5,172,0,7,12,45,40,37.5688284264638,127.044494079552,운영,2011/10/17,,,,2022/10/26,일반,4,1,0,0,0,0,3,1,0,9,12,5,0,0,0,0,13,10,0,40,67,11,22,0,0,true,9,0,거짓,0,0,0,1,0,12,2022/10/26 22:02:05,마장동
성동구,11200000285,햇님어린이집,가정,정상,4753,"서울특별시 성동구 마장로39길 43 102동 102호(마장동, 신성미소지움아파트)",02-2299-1533,02-2298-1532,http://cafe.naver.com/solarkids,3,58,0,4,3,19,3,37.56952326,127.0424491,미운영,2010/10/13,,,,2022/10/26,일반,2,1,0,0,0,0,1,0,0,4,3,0,0,0,0,0,0,0,0,3,50,0,50,0,0,true,1,0,거짓,0,0,0,0,0,3,2022/10/26 22:02:05,마장동
성동구,11200000280,행복한 어린이집,가정,폐지,4757,"서울특별시 성동구 마장로42길 14 8동 104호(마장동, 세림아파트)",02-2298-1554,02-2296-1554,http://cafe.naver.com/majangdonghappy,3,76,0,4,0,16,0,37.56499505,127.0451705,미운영,2010/02/04,,,2018/06/22,2022/10/26,일반,2,2,1,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:02:05,마장동
성동구,11200000170,솔아어린이집,민간,폐지,133816,서울특별시 성동구 마조로15길 17 (마장동),02-2281-4523,02-2299-9046,http://cafe.daum.net/sola-sola,5,107,0,0,0,32,0,37.5636135,127.0396961,운영,2006/12/18,,,2013/02/28,2022/10/26,일반,1,1,2,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,2022/10/26 22:02:05,마장동
성동구,11200000109,세림 어린이집,가정,정상,4757,"서울특별시 성동구 마장로42길 14 6동 104호(마장동, 세림아파트)",02-2298-1553,02-2298-1553,https://blog.naver.com/serimc1009,3,84,1,4,5,20,11,37.56499505,127.0451705,미운영,2005/08/26,,,,2022/10/26,일반,2,2,1,0,0,0,5,0,0,10,3,0,0,0,0,0,8,0,0,11,50,25,25,0,0,true,3,0,거짓,0,0,0,0,0,5,2022/10/26 22:02:05,마장동
성동구,11200000133,금빛 어린이집,가정,정상,4755,"서울특별시 성동구 마장로37길 7 101동 102호(마장동, 대성유니드아파트)",02-2291-0555,,,3,116,0,4,6,20,17,37.56682902,127.0387742,미운영,2005/01/26,,,,2022/10/26,일반,0,2,2,0,0,0,4,0,0,8,0,5,0,0,0,0,12,0,0,17,40,0,0,20,40,true,4,0,거짓,0,0,0,0,0,6,2022/10/26 22:02:05,마장동
